"","company","recruit","period","link_head","link_body","link_head2","link_body2","type"
"933","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 용인시 기흥구 중동","경력","무관","PLUS"
"934","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","1 명","PLUS"
"935","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"936","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"937","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"938","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","병원 관리약사","PLUS"
"939","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"940","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","광주 북구 풍향동","성별","무관","PLUS"
"941","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"942","(주)한국파마","안전관리 약사 모집","~11-06","위치","광주 북구 풍향동","경력","무관","PLUS"
"943","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"944","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"945","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"946","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"947","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","조제검수","PLUS"
"948","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"949","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 도봉구 방학동","성별","무관","PLUS"
"950","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"951","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 도봉구 방학동","경력","무관","PLUS"
"952","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","1 명","PLUS"
"953","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"954","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"955","(주)한국파마","안전관리 약사 모집","~11-06","경력","신입 , 경력   1년 이상","모집부분","약국 > 근무약사","PLUS"
"956","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","신내동 문전 약사님 채용","PLUS"
"957","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"958","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 중랑구 신내동","성별","무관","PLUS"
"959","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"960","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 중랑구 신내동","경력","신입 , 경력   1년 이상","PLUS"
"961","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"962","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"963","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"964","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","약국 > 근무약사","PLUS"
"965","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","약사님 초빙합니다. 주5","PLUS"
"966","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","대졸(4년제)","PLUS"
"967","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 동두천시 지행동","성별","무관","PLUS"
"968","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"969","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 동두천시 지행동","경력","무관","PLUS"
"970","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"971","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"972","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"973","(주)한국파마","안전관리 약사 모집","~11-06","경력","신입 , 경력   1년 이상","모집부분","약국 > 근무약사","PLUS"
"974","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","처방조제,검수","PLUS"
"975","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","대졸(4년제)","PLUS"
"976","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","충북 청주시 서원구 개신동","성별","무관","PLUS"
"977","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"978","(주)한국파마","안전관리 약사 모집","~11-06","위치","충북 청주시 서원구 개신동","경력","신입 , 경력   1년 이상","PLUS"
"979","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"980","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"981","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"982","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","약국 > 근무약사","PLUS"
"983","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","근무약사님 모집합니다","PLUS"
"984","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","5400만원 ~ 6100만원","학력","대졸(4년제)","PLUS"
"985","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 성남시 수정구 산성동","성별","무관","PLUS"
"986","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"987","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 성남시 수정구 산성동","경력","무관","PLUS"
"988","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"989","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"990","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"991","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력","모집부분","병원 > 병원약사","PLUS"
"992","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","주간 약사 (주 35시간 근무)","PLUS"
"993","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"994","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","전북 전주시 덕진구 우아동3가","성별","무관","PLUS"
"995","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"996","(주)한국파마","안전관리 약사 모집","~11-06","위치","전북 전주시 덕진구 우아동3가","경력","경력","PLUS"
"997","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","0 명","PLUS"
"998","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"999","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직 12 개월","-","-","PLUS"
"1000","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   2년 이상","모집부분","약국 > 종업원","PLUS"
"1001","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","조제실 조제보조","PLUS"
"1002","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"1003","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 강동구 암사동","성별","무관","PLUS"
"1004","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"1005","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 강동구 암사동","경력","경력   2년 이상","PLUS"
"1006","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","1 명","PLUS"
"1007","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1008","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1009","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   1년 이상","모집부분","약국 > 근무약사","PLUS"
"1010","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","조제,투약","PLUS"
"1011","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"1012","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","인천 미추홀구 용현동","성별","무관","PLUS"
"1013","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"1014","(주)한국파마","안전관리 약사 모집","~11-06","위치","인천 미추홀구 용현동","경력","경력   1년 이상","PLUS"
"1015","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1016","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1017","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1018","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   1년 이상","모집부분","약국 > 근무약사","PLUS"
"1019","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","근무약사","PLUS"
"1020","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","대졸(4년제)","PLUS"
"1021","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 남양주시 다산동","성별","무관","PLUS"
"1022","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"1023","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 남양주시 다산동","경력","경력   1년 이상","PLUS"
"1024","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1025","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1026","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1027","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","약국 > 근무약사","PLUS"
"1028","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","조제 및 투약","PLUS"
"1029","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"1030","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","충북 충주시 칠금동","성별","무관","PLUS"
"1031","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"1032","(주)한국파마","안전관리 약사 모집","~11-06","위치","충북 충주시 칠금동","경력","무관","PLUS"
"1033","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1034","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1035","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직 12 개월","-","-","PLUS"
"1036","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1037","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(6년제)","담당업무","광주기독병원 약사채용공고","PLUS"
"1038","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","5500만원 ~ 5500만원","학력","대졸(6년제)","PLUS"
"1039","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","광주 남구 양림동","성별","무관","PLUS"
"1040","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1041","(주)한국파마","안전관리 약사 모집","~11-06","위치","광주 남구 양림동","경력","무관","PLUS"
"1042","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","0 명","PLUS"
"1043","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1044","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1045","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   3년 이상","모집부분","병원 > 병원약사","PLUS"
"1046","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","근로복지공단 창원병원 약무직 3급 채용공고","PLUS"
"1047","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1048","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경남 창원시 성산구 중앙동","성별","무관","PLUS"
"1049","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1050","(주)한국파마","안전관리 약사 모집","~11-06","위치","경남 창원시 성산구 중앙동","경력","경력   3년 이상","PLUS"
"1051","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1052","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1053","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1054","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력","모집부분","병원 > 병원약사","PLUS"
"1055","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","원내 약국 업무","PLUS"
"1056","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1057","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 은평구 구산동","성별","무관","PLUS"
"1058","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1059","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 은평구 구산동","경력","경력","PLUS"
"1060","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","1 명","PLUS"
"1061","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1062","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1063","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1064","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","병원 원내 약사 업무(복약지도 및 조제업무)","PLUS"
"1065","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"1066","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","전남 해남군 영신리","성별","무관","PLUS"
"1067","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1068","(주)한국파마","안전관리 약사 모집","~11-06","위치","전남 해남군 영신리","경력","무관","PLUS"
"1069","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","자격증","PLUS"
"1070","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1071","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1072","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1073","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","약사업무","PLUS"
"1074","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1075","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 파주시 금촌동","성별","무관","PLUS"
"1076","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1077","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 파주시 금촌동","경력","무관","PLUS"
"1078","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","1 명","PLUS"
"1079","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1080","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직","-","-","PLUS"
"1081","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1082","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(6년제) , 졸업예정자","담당업무","강남세브란스병원 정규직 약사 모집","PLUS"
"1083","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","대졸(6년제) , 졸업예정자","PLUS"
"1084","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 강남구 도곡동","성별","무관","PLUS"
"1085","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1086","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 강남구 도곡동","경력","무관","PLUS"
"1087","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","3 명","PLUS"
"1088","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1089","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1090","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1091","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(6년제) , 졸업예정자","담당업무","강남세브란스병원 계약직 약사(약제팀_야간전담) 모집","PLUS"
"1092","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","대졸(6년제) , 졸업예정자","PLUS"
"1093","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 강남구 도곡동","성별","무관","PLUS"
"1094","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1095","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 강남구 도곡동","경력","무관","PLUS"
"1096","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1097","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1098","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직","-","-","PLUS"
"1099","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","약국 > 근무약사","PLUS"
"1100","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","조제과 관련된 제반 전반적인 업무,복약지도 및 매약등","PLUS"
"1101","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","대졸(4년제)","PLUS"
"1102","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 수원시 팔달구 우만동","성별","무관","PLUS"
"1103","(주)한국파마","안전관리 약사 모집","~11-06","업종","약국","나이","무관","PLUS"
"1104","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 수원시 팔달구 우만동","경력","무관","PLUS"
"1105","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","0 명","PLUS"
"1106","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1107","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1108","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   1년 이상","모집부분","병원 > 병원약사","PLUS"
"1109","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","병원약사(주말근무)","PLUS"
"1110","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","학력무관","PLUS"
"1111","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","인천 미추홀구 주안동","성별","무관","PLUS"
"1112","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1113","(주)한국파마","안전관리 약사 모집","~11-06","위치","인천 미추홀구 주안동","경력","경력   1년 이상","PLUS"
"1114","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","0 명","PLUS"
"1115","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1116","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직( 정규직 전환 가능 )","-","-","PLUS"
"1117","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력","모집부분","병원 > 병원약사","PLUS"
"1118","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","약사","PLUS"
"1119","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1120","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 중랑구 신내동","성별","무관","PLUS"
"1121","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1122","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 중랑구 신내동","경력","경력","PLUS"
"1123","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","3 명","PLUS"
"1124","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1125","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1126","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1127","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","건양대학교병원 야간약사 모집","PLUS"
"1128","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","대졸(4년제)","PLUS"
"1129","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","대전 서구 관저동","성별","무관","PLUS"
"1130","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1131","(주)한국파마","안전관리 약사 모집","~11-06","위치","대전 서구 관저동","경력","무관","PLUS"
"1132","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","0 명","PLUS"
"1133","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1134","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1135","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력","모집부분","병원 > 병원약사","PLUS"
"1136","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","조제업무 등의 약사업무","PLUS"
"1137","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","면접시 협의","학력","대졸(4년제)","PLUS"
"1138","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 종로구 무악동","성별","무관","PLUS"
"1139","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1140","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 종로구 무악동","경력","경력","PLUS"
"1141","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1142","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1143","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","계약직","-","-","PLUS"
"1144","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1145","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","야간전담 약사 모집공고","PLUS"
"1146","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1147","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경기 수원시 영통구 원천동","성별","무관","PLUS"
"1148","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1149","(주)한국파마","안전관리 약사 모집","~11-06","위치","경기 수원시 영통구 원천동","경력","무관","PLUS"
"1150","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","0 명","PLUS"
"1151","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1152","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1153","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   1년 이상 , 신입","모집부분","병원 > 병원약사","PLUS"
"1154","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","주간 및 야간 약사모집","PLUS"
"1155","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","학력무관","PLUS"
"1156","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","인천 계양구 작전동","성별","무관","PLUS"
"1157","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1158","(주)한국파마","안전관리 약사 모집","~11-06","위치","인천 계양구 작전동","경력","경력   1년 이상 , 신입","PLUS"
"1159","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","0 명","PLUS"
"1160","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1161","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1162","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1163","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","의약품 조제, 약품정보 및 약무행정","PLUS"
"1164","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","4500만원 ~ 5000만원","학력","학력무관","PLUS"
"1165","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","강원 삼척시 남양동","성별","무관","PLUS"
"1166","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1167","(주)한국파마","안전관리 약사 모집","~11-06","위치","강원 삼척시 남양동","경력","무관","PLUS"
"1168","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","1 명","PLUS"
"1169","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1170","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1171","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1172","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","약사","PLUS"
"1173","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","6000만원 ~ 7000만원","학력","대졸(4년제)","PLUS"
"1174","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","충북 충주시 교현동","성별","무관","PLUS"
"1175","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1176","(주)한국파마","안전관리 약사 모집","~11-06","위치","충북 충주시 교현동","경력","무관","PLUS"
"1177","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","홈페이지바로가기","인원","3 명","PLUS"
"1178","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1179","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","정규직","-","-","PLUS"
"1180","(주)한국파마","안전관리 약사 모집","~11-06","경력","경력   1년 이상 , 신입","모집부분","병원 > 병원약사","PLUS"
"1181","(주)한국파마","안전관리 약사 모집","~11-06","학력","대졸(4년제)","담당업무","병원 약사 업무","PLUS"
"1182","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","당사규정에 따름","학력","대졸(4년제)","PLUS"
"1183","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","서울 동대문구 휘경동","성별","무관","PLUS"
"1184","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
"1185","(주)한국파마","안전관리 약사 모집","~11-06","위치","서울 동대문구 휘경동","경력","경력   1년 이상 , 신입","PLUS"
"1186","(주)한국파마","안전관리 약사 모집","~11-06","홈페이지","-","인원","0 명","PLUS"
"1187","(주)한국파마","안전관리 약사 모집","~11-06","우대","-","우대","-","PLUS"
"1188","(주)한국파마","안전관리 약사 모집","~11-06","고용형태","기타","-","-","PLUS"
"1189","(주)한국파마","안전관리 약사 모집","~11-06","경력","무관","모집부분","병원 > 병원약사","PLUS"
"1190","(주)한국파마","안전관리 약사 모집","~11-06","학력","학력무관","담당업무","안동의료원 약사 업무","PLUS"
"1191","(주)한국파마","안전관리 약사 모집","~11-06","급여조건","6000만원 ~ 7000만원","학력","학력무관","PLUS"
"1192","(주)한국파마","안전관리 약사 모집","~11-06","근무지역","경북 안동시 북문동","성별","무관","PLUS"
"1193","(주)한국파마","안전관리 약사 모집","~11-06","업종","병원","나이","무관","PLUS"
